id,name,blurb, goal ,pledged,outcomes,country,currency,deadline,launched_at,staff_pick,backers_count,spotlight,Category and Subcategory,Percentage Funded,Average Donation,Parent Category,Subcategory,Date Created Conversion,Date Ended Conversion,Years
338,Queer Genius,"""Queer Genius"" explores the lives of four visionary queer artists: Eileen Myles, Barbara Hammer, Jibz Cameron and Shannon Funchess","$15,000.00 ","$16,520.04 ",successful,US,USD,1472864400,1468001290,TRUE,236,TRUE,film & video/documentary,110,70,film & video,documentary,7/8/2016,9/3/2016,2016
339,"A Man, A Plan, A Palindrome (Feature)",A documentary film following the world's greatest palindromists leading up to the 2017 World Palindrome Championship.,"$6,000.00 ","$6,485.00 ",successful,US,USD,1430331268,1427739268,TRUE,89,TRUE,film & video/documentary,108,72.87,film & video,documentary,3/30/2015,4/29/2015,2015
340,Somaliland: The Abaarso Story,Feature-length documentary about five Somali Muslim students pursuing dreams of education in America,"$35,000.00 ","$43,758.00 ",successful,US,USD,1489006800,1486397007,TRUE,299,TRUE,film & video/documentary,125,146.35,film & video,documentary,2/6/2017,3/8/2017,2017
341,Video of Connections: A Mural,"Documentary: Creation of large-scale outdoor mural by young artists. Time lapse. From blank concrete wall to colorful, visual story.","$3,500.00 ","$3,735.00 ",successful,US,USD,1412135940,1410555998,TRUE,55,TRUE,film & video/documentary,107,67.91,film & video,documentary,9/12/2014,10/1/2014,2014
342,BREAKING A MONSTER a film about the band Unlocking The Truth,BREAKING A MONSTER needs your help to play in THEATERS!,"$55,000.00 ","$55,201.52 ",successful,US,USD,1461955465,1459363465,TRUE,325,TRUE,film & video/documentary,100,169.85,film & video,documentary,3/30/2016,4/29/2016,2016
343,Royalty Free: The Music of Kevin MacLeod,"A documentary on a composer who releases his music for free and ended up in millions of videos, thousands of films, & many odd places.","$30,000.00 ","$30,608.59 ",successful,US,USD,1415934000,1413308545,TRUE,524,TRUE,film & video/documentary,102,58.41,film & video,documentary,10/14/2014,11/14/2014,2014
344,AMONG WOLVES • Doc film about wild horses & bikers,"In the mountains where they once fought, Bosnian veterans defend a herd of wild horses and find a new kind of freedom for themselves.","$33,500.00 ","$34,198.00 ",successful,US,USD,1433125200,1429312694,TRUE,285,TRUE,film & video/documentary,102,119.99,film & video,documentary,4/17/2015,6/1/2015,2015
345,Red Wolf Revival: An Uncertain Tomorrow,"With the fate of the red wolves at stake, we explore if they can still survive in their last wild home in North Carolina.","$14,500.00 ","$17,875.00 ",successful,US,USD,1432161590,1429569590,TRUE,179,TRUE,film & video/documentary,123,99.86,film & video,documentary,4/20/2015,5/20/2015,2015
346,THE ABILITY EXCHANGE - a documentary,"Engineering students and adults with cerebral palsy learn to communicate, connect and cultivate their abilities by making movies.","$10,000.00 ","$17,028.88 ",successful,US,USD,1444824021,1442232021,TRUE,188,TRUE,film & video/documentary,170,90.58,film & video,documentary,9/14/2015,10/14/2015,2015
347,"""Getting Naked: A Burlesque Story""","""Getting Naked"" tells the story of current-day burlesque in New York City through the on and off-stage lives of several performers.","$40,000.00 ","$44,636.20 ",successful,US,USD,1447505609,1444910009,TRUE,379,TRUE,film & video/documentary,112,117.77,film & video,documentary,10/15/2015,11/14/2015,2015
348,Priced Out: Gentrification beyond black and white,"Documentary about the complexities and contradictions of gentrification as one woman grapples with life after ""the Ghetto.""","$10,000.00 ","$10,300.00 ",successful,US,USD,1440165916,1437573916,TRUE,119,TRUE,film & video/documentary,103,86.55,film & video,documentary,7/22/2015,8/21/2015,2015
349,Strangers To Peace: A Documentary,"After 52 years of war, FARC guerrilla soldiers rejoin Colombian society to forge new lives of peace.","$11,260.00 ","$12,007.18 ",successful,US,USD,1487937508,1485345508,TRUE,167,TRUE,film & video/documentary,107,71.9,film & video,documentary,1/25/2017,2/24/2017,2017
350,Mr. Chibbs (Documentary about NBA great Kenny Anderson),"NBA All-Star Kenny Anderson's mid-life crisis prompts him to examine his past, as he searches for relevancy in his future.","$25,000.00 ","$28,690.00 ",successful,US,USD,1473566340,1470274509,TRUE,221,TRUE,film & video/documentary,115,129.82,film & video,documentary,8/4/2016,9/11/2016,2016
351,YO GALGO “A documentary film about the Spanish sighthound”,"A documentary film about the glory and misfortunes of the Spanish sighthound, the Galgo. Probably the most mistreated dog of all.","$34,000.00 ","$43,296.00 ",successful,ES,EUR,1460066954,1456614554,TRUE,964,TRUE,film & video/documentary,127,44.91,film & video,documentary,2/27/2016,4/7/2016,2016
352,Art Therapy: The Movie - The Final Push,"An epic journey around the world, exploring the power of the human spirit and how art can be used to inspire a lifetime.","$10,000.00 ","$11,656.00 ",successful,US,USD,1412740868,1410148868,TRUE,286,TRUE,film & video/documentary,117,40.76,film & video,documentary,9/8/2014,10/8/2014,2014
353,The S Word - a film that changes how we talk about suicide,"A suicide attempt survivor is on a mission to find fellow survivors and document their stories of unguarded courage, insight and humor.","$58,425.00 ","$63,460.18 ",successful,US,USD,1447963219,1445367619,TRUE,613,TRUE,film & video/documentary,109,103.52,film & video,documentary,10/20/2015,11/19/2015,2015
354,The Carousel - 2016 Tribeca Film Festival Official Selection,A carousel has spun since 1925 in a small town in NY. It once inspired Rod Serling and has since become a portal into the Twilight Zone,"$3,500.00 ","$3,638.00 ",successful,US,USD,1460141521,1457553121,TRUE,29,TRUE,film & video/documentary,104,125.45,film & video,documentary,3/9/2016,4/8/2016,2016
355,REZA ABDOH -Theatre Visionary,A documentary film about the late REZA ABDOH and his performance company DAR A LUZ.,"$35,000.00 ","$40,690.00 ",successful,US,USD,1417420994,1414738994,TRUE,165,TRUE,film & video/documentary,116,246.61,film & video,documentary,10/31/2014,12/1/2014,2014
356,43 and 80,A documentary about halibut conservation and how it impacts communities of Southeast Alaska.,"$7,500.00 ","$7,701.93 ",successful,US,USD,1458152193,1455563793,TRUE,97,TRUE,film & video/documentary,103,79.4,film & video,documentary,2/15/2016,3/16/2016,2016
357,JOURNEY OM: Into the Heart of India • A Cinematic Pilgrimage,The last few hours to be part of this immersive film that touches the eternal. We have stretched our goal for editing and sound design.,"$15,000.00 ","$26,100.00 ",successful,US,USD,1429852797,1426396797,TRUE,303,TRUE,film & video/documentary,174,86.14,film & video,documentary,3/15/2015,4/24/2015,2015
358,Nobody Knows Anything (except William Goldman),Screenwriter. Novelist. Playwright. The inside story of famed writer William Goldman. As only he can tell it.,"$50,000.00 ","$51,544.00 ",successful,US,USD,1466002800,1463517521,TRUE,267,TRUE,film & video/documentary,103,193.05,film & video,documentary,5/17/2016,6/15/2016,2016
359,"Us, Naked: Trixie & Monkey — World Premiere","Circus burlesque innovators, Trixie and Monkey seek to balance love and life while pursuing new creative heights.","$24,200.00 ","$25,375.00 ",successful,US,USD,1415941920,1414028490,TRUE,302,TRUE,film & video/documentary,105,84.02,film & video,documentary,10/23/2014,11/14/2014,2014
360,Faith: A Documentary,"A brave woman takes her wife and son from New York to visit her hometown in Kenya, where she was persecuted for being a lesbian.","$12,000.00 ","$12,165.00 ",successful,US,USD,1437621060,1433799180,FALSE,87,TRUE,film & video/documentary,101,139.83,film & video,documentary,6/8/2015,7/23/2015,2015
361,Bleeding Audio: A Doc About The Matches & The Music Industry,An indie documentary seeking production funds to capture The Matches reunion tour & interviews with music industry professionals.,"$35,000.00 ","$38,876.95 ",successful,US,USD,1416704506,1414108906,FALSE,354,TRUE,film & video/documentary,111,109.82,film & video,documentary,10/24/2014,11/23/2014,2014
362,THE RIDGE: TEN FOR THIRTY,A SHORT FILM celebrating ONE RACE: the Bridger Ridge Run. TEN RUNNERS: the movie-stars. THIRTY YEARS: running wild in the mountains.,"$9,665.00 ","$12,000.00 ",successful,US,USD,1407456000,1405573391,FALSE,86,TRUE,film & video/documentary,124,139.53,film & video,documentary,7/17/2014,8/8/2014,2014
363,"""Sherpa Stew"" - A documentary about  Sherpas from Nepal living in New York City","This documentary chronicles the lives of two mountaineers from Nepal who have left the high Himalaya in search of ""success"" in New York City.","$8,925.00 ","$9,044.00 ",successful,US,USD,1272828120,1268934736,FALSE,26,TRUE,film & video/documentary,101,347.85,film & video,documentary,3/18/2010,5/2/2010,2010
364,Wild Family—Connecting to Your Calling in Your Family Life.,This family-focused documentary explores the ways parents connect with the wild inside themselves and their kids. Ow-ow-oWoo!,"$7,000.00 ","$7,711.30 ",successful,US,USD,1403323140,1400704672,FALSE,113,TRUE,film & video/documentary,110,68.24,film & video,documentary,5/21/2014,6/21/2014,2014
365,A QUEER COUNTRY,Please help us finish this documentary about how Tel Aviv in Israel became a gay friendly liberal hub in a religious state,"$15,000.00 ","$15,596.00 ",successful,GB,GBP,1393597999,1391005999,FALSE,65,TRUE,film & video/documentary,104,239.94,film & video,documentary,1/29/2014,2/28/2014,2014
366,A BUSHMAN ODYSSEY,"One Bushman family’s struggle to survive genocide, dispossession and post-apartheid freedom in South Africa.","$38,000.00 ","$38,500.00 ",successful,US,USD,1337540518,1334948518,FALSE,134,TRUE,film & video/documentary,101,287.31,film & video,documentary,4/20/2012,5/20/2012,2012
367,Game Changer: Lithuania's Nonviolent Revolution,This film relates how one country's burning desire for independence unified a diverse nation into a successful nonviolent revolution.,"$10,000.00 ","$10,335.01 ",successful,US,USD,1367384340,1363960278,FALSE,119,TRUE,film & video/documentary,103,86.85,film & video,documentary,3/22/2013,5/1/2013,2013
368,Swimming with Byron: A Documentary Film,Were the Romantics the first backpackers? This film follows them and explores the huge part geography played in their lives and works.,"$12,500.00 ","$13,014.00 ",successful,US,USD,1426426322,1423405922,FALSE,159,TRUE,film & video/documentary,104,81.85,film & video,documentary,2/8/2015,3/15/2015,2015
369,Alpine Zone,"A documentary of one woman's attempt at solo hiking 2,000 miles, in an effort to understand herself and societal expectations.","$6,500.00 ","$7,160.12 ",successful,US,USD,1326633269,1324041269,FALSE,167,TRUE,film & video/documentary,110,42.87,film & video,documentary,12/16/2011,1/15/2012,2011
370,Hola Mohalla: Festival of Soldier Saints,"An exploration of what Sikhism is, through the journey of eight pilgrims at Hola Mohalla, a religious festival in Anandpur Sahib, India","$25,000.00 ","$30,505.00 ",successful,US,USD,1483729500,1481137500,FALSE,43,TRUE,film & video/documentary,122,709.42,film & video,documentary,12/7/2016,1/6/2017,2016
371,Unbranded,"3,000 Miles. 18 Wild Horses. 6 Months. 5 States. 4 men. A documentary about Conservation, Exploration, and Wild Mustangs.","$150,000.00 ","$171,253.00 ",successful,US,USD,1359743139,1355855139,FALSE,1062,TRUE,film & video/documentary,114,161.26,film & video,documentary,12/18/2012,2/1/2013,2012
372,Wild Equus,A short documentary exploring the uses of 'Natural Horsemanship' across Europe,$300.00 ,$376.00 ,successful,GB,GBP,1459872000,1456408244,FALSE,9,TRUE,film & video/documentary,125,41.78,film & video,documentary,2/25/2016,4/5/2016,2016
373,The Boing Heard 'Round the World,"A feature documentary about UPA Pictures, the little studio that changed the course of animation around the world","$7,500.00 ","$8,000.00 ",successful,US,USD,1342648398,1340056398,FALSE,89,TRUE,film & video/documentary,107,89.89,film & video,documentary,6/18/2012,7/18/2012,2012
374,Bird Language with Jon Young; an instructional video,Bird Language with Jon Young is a 2 disk DVD set teaching you all you need to know to start learning bird language and start a group.,"$6,000.00 ","$7,839.00 ",successful,US,USD,1316208031,1312320031,FALSE,174,TRUE,film & video/documentary,131,45.05,film & video,documentary,8/2/2011,9/16/2011,2011
375,Project Reconnect: WHERE WE ARE NOW,"As the videocam ""Enrique de Malaca"" circumnavigates the globe, it captures stories of friends who have set foot on other lands.",$500.00 ,$600.00 ,successful,US,USD,1393694280,1390088311,FALSE,14,TRUE,film & video/documentary,120,42.86,film & video,documentary,1/18/2014,3/1/2014,2014
376,Quintessential: The Journey,A film about the cosmetics industry. Everything you need to know about the ingredients being used and what alternatives are out there.,"$2,450.00 ","$2,596.00 ",successful,GB,GBP,1472122316,1469443916,FALSE,48,TRUE,film & video/documentary,106,54.08,film & video,documentary,7/25/2016,8/25/2016,2016
377,PIN UP! THE MOVIE The documentary with vintage style,Dangerous. Sexy. All-American Girl. You know the look. Now meet the women who are making retro style modern.,"$12,000.00 ","$13,728.00 ",successful,US,USD,1447484460,1444888868,FALSE,133,TRUE,film & video/documentary,114,103.22,film & video,documentary,10/15/2015,11/14/2015,2015
378,Where is Home?,"Ugandan Filmmaker and Activist Kamoga Hassan's new documentary follows Ugandan LGBT asylum seekers asking the question ""Where is home?""","$3,000.00 ","$3,353.00 ",successful,CA,CAD,1453765920,1451655808,FALSE,83,TRUE,film & video/documentary,112,40.4,film & video,documentary,1/1/2016,1/25/2016,2016
379,The Unknowns,The U.S. Army has granted us permission to film a documentary at America's most sacred shrine: The Tomb of the Unknown Soldier.,"$15,000.00 ","$17,412.00 ",successful,US,USD,1336062672,1332174672,FALSE,149,TRUE,film & video/documentary,116,116.86,film & video,documentary,3/19/2012,5/3/2012,2012
380,Steamboat Springs Van Clan,The Steamboat Van Clan is a group of three young ski competitors following their dreams and documenting their adventures along the way.,"$4,000.00 ","$5,660.00 ",successful,US,USD,1453569392,1451409392,FALSE,49,TRUE,film & video/documentary,142,115.51,film & video,documentary,12/29/2015,1/23/2016,2015
381,Clearwater,"Set in the ancient waters of the Puget Sound, Clearwater is a universal story about the need to adapt to change.","$25,000.00 ","$26,182.50 ",successful,US,USD,1343624400,1340642717,FALSE,251,TRUE,film & video/documentary,105,104.31,film & video,documentary,6/25/2012,7/30/2012,2012
